,Year,MovieId,Name,tmdb_id,tmdb_title
312,2022,20660,貝爾法斯特,777270,貝爾法斯特
313,2022,20235,黑特冤家,603661,黑特冤家
314,2022,22679,驚爆倒數60分鐘,888195,驚爆倒數60分鐘
315,2022,20363,看不見的殺機,825808,看不見的殺機
316,2022,22963,絕命線阱,979924,絕命線阱
317,2022,21033,驅神,836225,驅神
318,2022,20528,逍遙上路,626735,逍遙上路
319,2022,6252,八月三十一日，我在奧斯陸,75233,八月三十一日，我在奧斯陸
320,2022,23128,俠探特攻：全面追緝,1024546,俠探特攻：全面追緝
321,2022,20554,終極堡壘,826749,終極堡壘
322,2022,20472,終極攻佔,718949,終極攻佔
323,2022,18735,金甲部隊,600,金甲部隊
324,2022,19690,地球重生,760873,地球重生
325,2022,18693,獵殺戰場,733317,獵殺戰場
326,2022,19241,生命理賠師,649394,生命理賠師
327,2022,23286,俠探特攻：贖罪行動,1035803,俠探特攻：贖罪行動
328,2022,20848,玩命獵殺,628878,玩命獵殺
329,2022,20143,完美的敵人,655917,完美的敵人
330,2022,21306,大開眼戒,345,大開眼戒
332,2022,20211,危城行動,762433,危城行動
333,2022,20713,劫獄救援,818192,劫獄救援
334,2022,20861,終極交戰,864116,終極交戰
335,2022,18707,齊瓦哥醫生,907,齊瓦哥醫生
336,2022,20681,全面掃蕩,689700,全面掃蕩
337,2022,23311,朝聖之路：聖雅各,59468,朝聖之路：聖雅各
338,2022,20561,詭謎藏,801271,詭謎藏
339,2022,21802,殺戮基地,848123,殺戮基地
340,2022,19475,爽賺姐妹,628914,爽賺姐妹
341,2022,20458,情聖西哈諾,730047,情聖西哈諾
342,2022,19601,四個好日子,641960,四個好日子
343,2022,20736,心碎效應,844398,心碎效應
344,2022,19921,蘿莉塔,9769,蘿莉塔
346,2022,20930,終極夜路,916821,終極夜路
347,2022,20809,終極包圍戰,766907,終極包圍戰
348,2022,20560,通靈女校,641668,通靈女校
349,2022,21180,進擊的地才,821427,進擊的地才
351,2022,20217,終極狩獵團,763164,終極狩獵團
352,2022,20992,公共圖書館員,331986,公共圖書館員
354,2022,21172,最後的生存者,789171,最後的生存者
355,2022,23014,鱷魚歌王,830784,鱷魚歌王
356,2022,22714,終極堡壘2,883502,終極堡壘2
357,2022,20486,BJ單身日記,634,BJ單身日記
358,2022,19318,美國舞孃,10802,美國舞孃
359,2022,19383,異類崛起,850099,異類崛起
360,2022,20384,魔境夢遊,12155,魔境夢遊
361,2022,20192,殲獄行動,811592,殲獄行動
362,2022,22959,貓爸爸們,896689,貓爸爸們
363,2022,21035,超級救援狗,577721,超級救援狗
370,2022,14586,為所應為,925,為所應為
374,2022,23288,海底世界,1306218,海底世界
376,2022,23217,高原上的家屋,913820,高原上的家屋
377,2022,1691,地下社會,11902,地下社會
378,2022,18745,鬼保母,575088,鬼保母
379,2022,20692,絕命第19排,659384,絕命第19排
380,2022,19136,致命最前線,579831,致命最前線
381,2022,21173,逃出封鎖線,597859,逃出封鎖線
382,2022,18792,心悸效應,575072,心悸效應
383,2022,22404,大尉叛逃記,818621,大尉叛逃記
384,2022,22524,獵空計畫,818415,獵空計畫
385,2022,20568,核爆車諾比,589761,核爆車諾比
386,2022,5643,鏡子,1396,鏡子
387,2022,5666,潛行者,1398,潛行者
388,2022,21155,月影歸途,987424,月影歸途
389,2022,21221,鬼雙胞,477462,鬼雙胞
390,2022,20414,反恐行動：獨立日,655302,反恐行動：獨立日
391,2022,21380,當女孩戀愛時,683363,當女孩戀愛時
392,2022,21163,孵魔,517302,孵魔
393,2022,21706,朵貝的愛情繪本,608232,朵貝的愛情繪本
394,2022,21536,不看鐵達尼號的男人,716855,不看鐵達尼號的男人
395,2022,21528,拜金女王的性愛派對,881764,拜金女王的性愛派對
397,2022,21888,大獲拳勝,845875,大獲拳勝
398,2022,21365,永遠的一天,24858,永遠的一天
400,2022,15103,燃燒女子的畫像,531428,燃燒女子的畫像
401,2022,21920,蝙狐俠：英雄覺醒,746333,蝙狐俠：英雄覺醒
402,2022,19696,天才貓奴畫家,617762,天才貓奴畫家
403,2022,20184,黑盒線索,663260,黑盒線索
404,2022,19894,鈦,630240,鈦
405,2022,21995,正發生,793998,正發生
407,2022,22349,死噬,955569,死噬
410,2022,20489,今敏：造夢魔術師,809488,今敏：造夢魔術師
411,2022,22243,小獅子王,892527,小獅子王
412,2022,20943,親愛的童伴,749004,親愛的童伴
413,2022,20873,友你才精彩,757999,友你才精彩
414,2022,22183,拆彈倒數30分鐘,827887,拆彈倒數30分鐘
416,2022,20530,艾菲爾情緣,655082,艾菲爾情緣
417,2022,21717,失業風暴,601188,失業風暴
419,2022,21514,一屍到底：法屍浪漫,852438,一屍到底：法屍浪漫
420,2022,20454,最後一件晚禮服的秘密,719463,最後一件晚禮服的秘密
421,2022,21863,就在今夜,895659,就在今夜
422,2022,3350,玩命光頭,826218,玩命光頭
423,2022,20300,柏格曼的島,477044,柏格曼的島
424,2022,20485,巴黎夢想家,660000,巴黎夢想家
425,2022,20364,天堂計劃,735726,天堂計劃
426,2022,21046,失速母親,833417,失速母親
427,2022,19858,密室譯戰,477018,密室譯戰
428,2022,19952,尋子風暴,750253,尋子風暴
429,2022,20399,我的神秘狼朋友,754067,我的神秘狼朋友
430,2022,21866,春日小戀曲,712134,春日小戀曲
431,2022,21810,降臨節日曆,762079,降臨節日曆
434,2022,21311,來自巴黎的情書,833428,來自巴黎的情書
436,2022,10963,全面開戰,485162,全面開戰
437,2022,4575,四百擊,147,四百擊
438,2022,21824,一萬個叢林夜,695089,一萬個叢林夜
440,2022,22741,書情話慾,774343,書情話慾
441,2022,23265,有你就是家,914203,有你就是家
442,2022,6630,斷了氣,269,斷了氣
443,2022,21440,越界分身,659988,越界分身
444,2022,20395,情慾告白,526811,情慾告白
445,2022,19093,破碎的琴鍵,712128,破碎的琴鍵
446,2022,20136,夏日之戀,1628,夏日之戀
448,2022,19731,仰望星空的少年,712178,仰望星空的少年
449,2022,20406,豪門媳婦日記,660955,豪門媳婦日記
450,2022,20963,藍色是最溫暖的顏色,152584,藍色是最溫暖的顏色
451,2022,20169,最後地下鐵,1716,最後地下鐵
452,2022,20124,喀布爾之燕,582881,喀布爾之燕
453,2022,20862,屠女養成記,757341,屠女養成記
454,2022,20177,幸福知音,809733,幸福知音
455,2022,23375,美好的早晨,747779,美好的早晨
456,2022,20712,安妮詩快跑,781453,安妮詩快跑
457,2022,22650,真實世界,664506,真實世界
458,2022,4469,阿爾發城,8072,阿爾發城
459,2022,22740,抓狂養老院,736500,抓狂養老院
461,2022,22173,她和她的小主廚們,845140,她和她的小主廚們
462,2022,22756,賴活,1626,賴活
465,2022,23386,男性，女性,4710,男性，女性
466,2022,20451,執愛不悔,594691,執愛不悔
467,2022,21993,夜色中的她,810677,夜色中的她
468,2022,20803,破膽三次,11298,破膽三次
469,2022,22901,索蘭琪的少女心事,749107,索蘭琪的少女心事
474,2022,21660,一路上有妳,589985,一路上有妳
475,2022,20928,築愛巴黎,582886,築愛巴黎
476,2022,21360,塞瑟島之旅,47792,塞瑟島之旅
477,2022,21366,希臘二部曲：時光灰燼,51735,希臘二部曲：時光灰燼
478,2022,21359,獵人,179890,獵人
481,2022,21362,霧中風景,47795,霧中風景
482,2022,19922,夢想裁縫師,764810,夢想裁縫師
485,2022,20579,平行母親,766798,平行母親
486,2022,20596,丟包大作戰,755437,丟包大作戰
487,2022,20289,瘋狂競賽片,668640,瘋狂競賽片
488,2022,19857,雙子謀殺案：白城之寂,542917,雙子謀殺案：白城之寂
489,2022,23122,放牛班足球隊,954748,放牛班足球隊
490,2022,23198,湯恩與劍客汪汪隊,768726,湯恩與劍客汪汪隊
491,2022,22893,遺屍物,946706,遺屍物
492,2022,19205,蝸牛之家,772148,蝸牛之家
499,2022,23188,梵天神器：滅世開端,496331,梵天神器：滅世開端
500,2022,21709,偉大的印度廚房,786064,偉大的印度廚房
501,2022,20903,天堂電影院,821494,天堂電影院
502,2022,23338,鬼搖靈2：陰語陣陣,925786,鬼搖靈2：陰語陣陣
503,2022,21307,娜娜：逝水年華,859933,娜娜：逝水年華
504,2022,20652,懾影屍,655363,懾影屍
505,2022,20962,忌妒的藍圖,574078,忌妒的藍圖
507,2022,20191,天菜特警,792775,天菜特警
508,2022,20728,何處是我朋友的家？,49964,何處是我朋友的家？
510,2022,20804,橄欖樹下的情人,47104,橄欖樹下的情人
511,2022,20758,生生長流,83761,生生長流
512,2022,20632,我不是英雄,672208,我不是英雄
514,2022,22196,贖罪風暴,669401,贖罪風暴
516,2022,20740,沉默呼聲,888602,沉默呼聲
517,2022,20201,麥特與麥斯,519141,麥特與麥斯
518,2022,21838,未來犯罪,819876,未來犯罪
519,2022,19092,親情解鎖,554761,親情解鎖
520,2022,20386,他奶奶的變裝皇后,740963,他奶奶的變裝皇后
521,2022,20683,藥命回憶,522406,藥命回憶
522,2022,22307,怪胎英雄：奇克探險記,778855,怪胎英雄：奇克探險記
523,2022,17368,鬼滅之刃劇場版 無限列車篇,635302,鬼滅之刃劇場版 無限列車篇
524,2022,20591,劇場版 咒術迴戰 0,810693,劇場版 咒術迴戰 0
529,2022,21864,蠟筆小新：幽靈忍者珍風傳,955666,蠟筆小新：幽靈忍者珍風傳
531,2022,13730,普羅米亞,553600,普羅米亞
532,2022,19157,蠟筆小新：謎案！天下春日部學院的怪奇事件,795564,蠟筆小新：謎案！天下春日部學院的怪奇事件
533,2022,23197,關於我轉生變成史萊姆這檔事劇場版 紅蓮之絆篇,876792,關於我轉生變成史萊姆這檔事劇場版 紅蓮之絆篇
534,2022,21385,餘命10年,876797,餘命10年
535,2022,20610,神隱少女,129,神隱少女
537,2022,21718,角落小夥伴電影版：藍色月夜的魔法之子,877840,角落小夥伴電影版：藍色月夜的魔法之子
538,2022,9977,龍貓,8392,龍貓
539,2022,23148,通往夏天的隧道，再見的出口,916192,通往夏天的隧道，再見的出口
540,2022,22194,七龍珠超：超級英雄,610150,七龍珠超：超級英雄
