MovieId,Publisher_name,PublisherId
26697,Tsuburaya Productions Co.  Ltd.,745
24335,"Tsuburaya Productions Co., Ltd.",746
24715,"Tsuburaya Productions Co., Ltd. ",747
26750,UC,748
28987,UNICORN S.r.l.,749
27820,UNITED INTERNATIONAL PICTURES,750
29401,UNIVERSAL INTERNATIONAL FILMS LLC,751
24917,UNIVERSAL INTERNATIONAL FILMS LLC,751
27914,UNIVERSAL INTERNATIONAL FILMS LLC,751
20580,UNIVERSAL INTERNATIONAL FILMS LLC,751
24493,UNIVERSAL INTERNATIONAL FILMS LLC,751
24782,UNIVERSAL INTERNATIONAL FILMS LLC,751
26338,UNIVERSAL INTERNATIONAL FILMS LLC,751
21896,UNIVERSAL INTERNATIONAL FILMS LLC,751
20635,UNIVERSAL INTERNATIONAL FILMS LLC,751
22355,UNIVERSAL INTERNATIONAL FILMS LLC,751
27163,UNIVERSAL INTERNATIONAL FILMS LLC,751
26678,UNIVERSAL INTERNATIONAL FILMS LLC,751
26968,UNIVERSAL INTERNATIONAL FILMS LLC,751
20212,UNIVERSAL INTERNATIONAL FILMS LLC,751
23393,UNIVERSAL INTERNATIONAL FILMS LLC,751
27114,UNIVERSAL INTERNATIONAL FILMS LLC,751
20210,UNIVERSAL INTERNATIONAL FILMS LLC,751
23536,UNIVERSAL INTERNATIONAL FILMS LLC,751
21161,UNIVERSAL INTERNATIONAL FILMS LLC,751
19468,UNIVERSAL INTERNATIONAL FILMS LLC,751
20810,UNIVERSAL INTERNATIONAL FILMS LLC,751
23613,UNIVERSAL INTERNATIONAL FILMS LLC,751
25892,UNIVERSAL INTERNATIONAL FILMS LLC,751
24337,UNIVERSAL INTERNATIONAL FILMS LLC,751
27946,UNIVERSAL INTERNATIONAL FILMS LLC,751
23400,UNIVERSAL INTERNATIONAL FILMS LLC,751
23588,UNIVERSAL INTERNATIONAL FILMS LLC,751
24597,UNIVERSAL INTERNATIONAL FILMS LLC,751
26775,UNIVERSAL INTERNATIONAL FILMS LLC,751
28528,UNIVERSAL INTERNATIONAL FILMS LLC,751
29082,UNIVERSAL INTERNATIONAL FILMS LLC,751
23924,UNIVERSAL INTERNATIONAL FILMS LLC,751
27153,UNIVERSAL INTERNATIONAL FILMS LLC,751
26241,UNIVERSAL INTERNATIONAL FILMS LLC,751
25709,UNIVERSAL INTERNATIONAL FILMS LLC,751
22476,UNIVERSAL INTERNATIONAL FILMS LLC,751
20459,UNIVERSAL INTERNATIONAL FILMS LLC,751
21942,UNIVERSAL INTERNATIONAL FILMS LLC,751
20660,UNIVERSAL INTERNATIONAL FILMS LLC,751
20458,UNIVERSAL INTERNATIONAL FILMS LLC,751
18925,UNIVERSAL INTERNATIONAL FILMS LLC,751
23144,UNIVERSAL INTERNATIONAL FILMS LLC,751
20241,UNIVERSAL INTERNATIONAL FILMS LLC,751
20137,UNIVERSAL INTERNATIONAL FILMS LLC,751
19308,UNIVERSAL INTERNATIONAL FILMS LLC,751
22652,UNIVERSAL INTERNATIONAL FILMS LLC,751
23153,UNIVERSAL INTERNATIONAL FILMS LLC,751
23959,UNIVERSAL INTERNATIONAL FILMS LLC,751
19964,UNIVERSAL INTERNATIONAL FILMS LLC,751
27834,UNIVERSAL INTERNATIONAL FILMS LLC,751
23084,UNIVERSAL INTERNATIONAL FILMS LLC,751
20410,UP TV 娛樂,752
27233,URBAN SALES,753
21929,URBAN SALES. s.a.s (“US”),754
29389,UZUMASA  Inc.,755
20394,United International Pictures,756
28461,V PICTURES CO.  LTD,757
22877,VERSATILE,758
24638,VISION DISTRIBUTION S.p.A.,759
21998,VISION DISTRIBUTION S.p.A.,759
22880,VISIT FILMS  LLC,760
23947,"Vantage Media International,LLC(VMI) ",761
18356,Variety Distribution Srl,762
26752,Vela Entertainment Co.  Ltd.,763
21172,Vertical Entertainment,764
19383,Vertical Entertainment,764
29754,Village INC.,765
29689,Village INC.,765
29440,Village INC.,765
23114,Village INC.,765
26619,Vision Distribution S.p.a.,766
28179,Vision Distribution S.p.a.,766
24883,Vision Distribution S.p.a.,766
20735,Vision Film Inc,767
21116,Vision Films Inc,768
20605,Vision Films Inc.,769
11227,Visit Films  LLC ,770
